t,mutual_information_a,CC_a,mutual_information_p,CC_p
1.5848931924611136,0.0009807494949697826,0.0009810214401398945,0.00025894370392539956,0.0002595344049463853
2.51188643150958,0.0011222558465801627,0.0011224232140392369,0.0006273911761390421,0.0006291154080585492
3.9810717055349722,0.0017051719184269058,0.0017053327482780423,0.0017769875756985885,0.0017855581211763298
6.309573444801933,0.002360061551944008,0.002360131074585964,0.0038794434411074763,0.003903335223522668
10.0,0.0036335653534328265,0.003633567844354115,0.0067146345740215375,0.006765942815055577
15.848931924611133,0.005080209659463229,0.00508084348649053,0.008888524780864077,0.008935817527062233
25.118864315095795,0.005312372342184003,0.00531622088998877,0.014684445516930218,0.014765745716773639
39.810717055349734,0.003646700941681529,0.0036542442955325334,0.022993027063083538,0.023113059474211568
63.09573444801933,0.0015171537379443803,0.0015246237356573767,0.035000574540981,0.03518427240036695
100.0,9.533187833633502e-5,9.571047585215503e-5,0.05328472938270662,0.05351117170139068
158.48931924611142,5.0001803459049385e-5,5.307546207487843e-5,0.08153412660969077,0.08188882416435445
251.18864315095797,0.0,0.0,0.12330334556604426,0.12380611566418359
398.1071705534973,0.0,0.0,0.18740715961110985,0.18785865490793505
630.957344480193,0.0,0.0,0.2872920446960365,0.28785247043869977
1000.0,0.0,0.0,0.41061455705909305,0.41102918912514225
1584.893192461114,0.0,0.0,0.5600738921522124,0.560265937014985
2511.88643150958,0.0,0.0,0.7184860419217973,0.7186054127033573
3981.0717055349733,0.0,0.0,0.8582176543066968,0.8582395672905048
6309.57344480193,0.0,0.0,0.9502233830246192,0.9502284341854172
10000.0,0.0,0.0,0.9896967457162812,0.9896968150542635
15848.93192461114,0.0,0.0,0.9997245112497833,0.9997245118469372
25118.864315095823,0.0,0.0,0.9999999999999994,0.9999999999999994
39810.71705534969,0.0,0.0,0.999999999999999,0.999999999999999
63095.7344480193,0.0,0.0,0.9999999999999986,0.9999999999999986
100000.0,0.0,0.0,0.999999999999999,0.999999999999999
158489.3192461114,0.0,0.0,0.9999999999999989,0.9999999999999989
251188.6431509582,0.0,0.0,0.9999999999999982,0.9999999999999982
398107.1705534969,0.0,0.0,0.999999999999997,0.999999999999997
630957.344480193,0.0,0.0,0.999999999999996,0.999999999999996
1.0e6,0.0,0.0,0.999999999999995,0.999999999999995
