t,mutual_information_a,CC_a,mutual_information_p,CC_p
1.5848931924611136,0.0,0.0,0.0,0.0
2.51188643150958,0.0005502183277162718,0.0005840147096354175,0.0,0.0
3.9810717055349722,0.004233958303614133,0.004376263173004339,0.0020241553987382817,0.002108766958949037
6.309573444801933,0.010981664633081239,0.011293091585693991,0.00497686770832771,0.0051435890790906946
10.0,0.020223913532247846,0.02075972166503094,0.010237118217653642,0.010588006433243764
15.848931924611133,0.03532897422131698,0.036210318238487735,0.017816378104292513,0.018426780081098073
25.118864315095795,0.05840870071791364,0.05968434206007213,0.03241429742331983,0.03352620969491079
39.810717055349734,0.09428554622850699,0.09601070568933472,0.05392067022799931,0.05562980106227751
63.09573444801933,0.1515470082001686,0.1536348880297509,0.09125060939405726,0.0939272827109022
100.0,0.2177231039860696,0.21931743783222268,0.14053005702328403,0.14390230197562137
158.48931924611142,0.3093003556293277,0.3098924890467799,0.2137675804533931,0.21763702556013506
251.18864315095797,0.3926733924149286,0.39278692990765013,0.3098699462409957,0.31321210548401185
398.1071705534973,0.442268194446588,0.44560118650004893,0.45134680019601825,0.4535745139452721
630.957344480193,0.39262142856182114,0.4010611300410445,0.6029343885298364,0.603876020247697
1000.0,0.27842666596788374,0.2883684625026837,0.7537234063883119,0.7539994812416003
1584.893192461114,0.15940916915548833,0.16688880541372286,0.8785296753227394,0.8786022506046208
2511.88643150958,0.07158205644787291,0.07550484366807422,0.9580760676668391,0.9580878600623264
3981.0717055349733,0.023028677690886866,0.02439439918589443,0.9916097609014093,0.9916122299858279
6309.57344480193,0.003860733524309331,0.004096664220229475,0.9995672488983971,0.9995672495316699
10000.0,5.0001803459049385e-5,5.307546207486892e-5,0.9999999999999992,0.9999999999999992
15848.93192461114,0.0,0.0,0.9999999999999991,0.9999999999999991
25118.864315095823,0.0,0.0,0.999999999999999,0.999999999999999
39810.71705534969,0.0,0.0,0.9999999999999984,0.9999999999999984
63095.7344480193,0.0,0.0,0.9999999999999989,0.9999999999999989
100000.0,0.0,0.0,0.9999999999999989,0.9999999999999989
158489.3192461114,0.0,0.0,0.9999999999999973,0.9999999999999973
251188.6431509582,0.0,0.0,0.999999999999997,0.999999999999997
398107.1705534969,0.0,0.0,0.9999999999999951,0.9999999999999951
630957.344480193,0.0,0.0,0.9999999999999946,0.9999999999999946
1.0e6,0.0,0.0,0.9999999999999927,0.9999999999999927
