t,mutual_information_a,CC_a,mutual_information_p,CC_p
1.5848931924611136,0.0,0.0,0.0,0.0
2.51188643150958,0.0,0.0,0.0,0.0
3.9810717055349722,0.0,0.0,0.0,0.0
6.309573444801933,0.00039591003320414974,0.0004074294899203538,0.0,0.0
10.0,0.0017306309156912927,0.0017882862929291853,0.00010000721419655606,0.00010615427953963158
15.848931924611133,0.00418860341062869,0.004366983736549087,0.0004001154617909877,0.0004246976747869779
25.118864315095795,0.008498750588408748,0.008909350109383648,0.0005502183277162719,0.0005840147096356081
39.810717055349734,0.014223202996359752,0.01488271444222308,0.0010007220697107004,0.0010621473211519217
63.09573444801933,0.02572856153398985,0.02695337890453317,0.001952748284847152,0.002072433823713521
100.0,0.04336092141050036,0.04546710365237855,0.0039612994871621125,0.004203338133594705
158.48931924611142,0.06628390602155468,0.06927550175491792,0.005964895952866765,0.006284146306255836
251.18864315095797,0.1042539070686107,0.10859153359550881,0.009523445410155056,0.010049258700678819
398.1071705534973,0.16080024913291002,0.16665301718992165,0.014470853366025289,0.015216925126108723
630.957344480193,0.24625110602935976,0.25347402455833645,0.024520112239035788,0.02579328714220297
1000.0,0.36395263493285956,0.3713458396527505,0.03830132792248997,0.04031626094208961
1584.893192461114,0.5253158655489969,0.5303044224279956,0.06244048625288464,0.0655035108327166
2511.88643150958,0.6810155836750393,0.6823721717879521,0.09653483058624192,0.10100489188756533
3981.0717055349733,0.7972388995861747,0.7973412102542582,0.15041661258403935,0.15660608719586616
6309.57344480193,0.8213795839646896,0.8236125483953147,0.22844160333972802,0.23641007228038718
10000.0,0.7733098558806857,0.7773644540163893,0.3428690060641273,0.35163475113041126
15848.93192461114,0.6920343134789856,0.6983301784081605,0.4944773462605228,0.5018043234029187
25118.864315095823,0.5914278907007502,0.600063990508608,0.676834347414189,0.6806691711751999
39810.71705534969,0.47467579457094977,0.4851594837679145,0.840886710550272,0.8416877452245618
63095.7344480193,0.345276796130016,0.35616954777470256,0.943303434059105,0.9433659505414002
100000.0,0.21686197060603324,0.2259632929123857,0.9859924678545721,0.9859960964393875
158489.3192461114,0.11491013741348341,0.12075549700340459,0.9988346226946785,0.9988346486355363
251188.6431509582,0.044714141702650964,0.04727542549192078,0.9999999999999998,0.9999999999999998
398107.1705534969,0.010631145387604733,0.011274021908017304,0.9999999999999998,0.9999999999999998
630957.344480193,0.0013513164334415014,0.0014342166439569686,0.9999999999999998,0.9999999999999998
1.0e6,0.0,0.0,1.0000000000000002,1.0000000000000002
