t,mutual_information_a,CC_a,mutual_information_p,CC_p
1.5848931924611136,0.0,0.0,0.0,0.0
2.51188643150958,0.0,0.0,0.0,0.0
3.9810717055349722,0.0002500450954944513,0.00026541086914205726,0.0,0.0
6.309573444801933,0.0028500224651168177,0.0029605075264224454,0.0012634764116471724,0.001339742886271462
10.0,0.0070574785667209886,0.007343982436626238,0.003456981433310789,0.0036460994065772596
15.848931924611133,0.013355976762489542,0.013920838702046976,0.007290624008926748,0.0076555527011110324
25.118864315095795,0.02405362535354287,0.02507936517266738,0.013672818593437252,0.014393508277899914
39.810717055349734,0.03836949181596349,0.039870964880465626,0.021764203766280743,0.0228517969424232
63.09573444801933,0.06175511845900486,0.06401049494249389,0.033382043765501725,0.03492340086299725
100.0,0.09970392941857639,0.10317903198791736,0.053671172062501354,0.0560920003454163
158.48931924611142,0.151357807113231,0.15576640608806394,0.08220062934683281,0.08559009022582507
251.18864315095797,0.23121995062365347,0.23624607626944885,0.1272756380762864,0.1317850981568038
398.1071705534973,0.34626725147535087,0.35080809099376453,0.19950516916035638,0.20543888186245363
630.957344480193,0.48090831402399825,0.4831198724623787,0.2962357963770835,0.3026101138324369
1000.0,0.6142342725740358,0.6142971217460081,0.43749439980061794,0.44301373395748356
1584.893192461114,0.68876105593188,0.6906806944774737,0.5993624111124614,0.6020823157600449
2511.88643150958,0.6530859500701893,0.6594347064160766,0.7646285048392425,0.7651458337801758
3981.0717055349733,0.552288270412952,0.5616709957575664,0.8835411824789546,0.883565500596925
6309.57344480193,0.43592282328354526,0.4467336225264432,0.9579421560738522,0.9579436802685585
10000.0,0.3075640414708761,0.3181778042975586,0.992090390419806,0.9920914555696595
15848.93192461114,0.1895318845514003,0.19792877285032312,0.999457262351386,0.9994572651261611
25118.864315095823,0.09161724365085194,0.09647043253191408,0.9999999999999992,0.9999999999999992
39810.71705534969,0.03155849574595092,0.033404882567423265,0.9999999999999994,0.9999999999999994
63095.7344480193,0.004363709377673632,0.004630169575188907,0.9999999999999991,0.9999999999999991
100000.0,0.00035008839601176095,0.0003715987147551185,0.9999999999999993,0.9999999999999993
158489.3192461114,0.0,0.0,0.9999999999999989,0.9999999999999989
251188.6431509582,0.0,0.0,0.9999999999999996,0.9999999999999996
398107.1705534969,0.0,0.0,0.9999999999999981,0.9999999999999981
630957.344480193,0.0,0.0,0.9999999999999987,0.9999999999999987
1.0e6,0.0,0.0,0.9999999999999953,0.9999999999999953
