logT,logN,CC,Accuracy
-2.05,4.4,1.7617445610336382e-53,0.5
-2.05,4.5,5.363026304914098e-59,0.5
-2.05,4.6,4.292379117602457e-65,0.5
-2.05,4.7,7.848550133035973e-72,0.5
-2.05,4.8,2.807041043712906e-79,0.5
-2.05,4.9,1.6540497567115833e-87,0.5
-2.05,5.0,1.3283828251478302e-96,0.5
-2.05,5.1,1.179083976072876e-106,0.5
-2.05,5.2,9.175113555244099e-118,0.5
-2.05,5.3,4.845531774520652e-130,0.5
-2.05,5.4,1.3087590144519673e-143,0.5
-2.05,5.5,1.3224164492293543e-158,0.5
-2.05,5.6,3.5382392613884344e-175,0.5
-2.05,5.7,1.7110101599812017e-193,0.5
-2.05,5.8,9.805198490042271e-214,0.5
-2.05,5.9,4.176494378841859e-236,0.5
-2.05,6.0,7.896346438334528e-261,0.5
-2.05,6.1,3.748515525910385e-288,0.5
-2.05,6.2,2.38039e-318,0.5
-2.05,6.3,0,0.5
-2.05,6.4,0,0.5
-2.05,6.5,0,0.5
-2.05,6.6,0,0.5
-2.05,6.7,0,0.5
-2.05,6.8,0,0.5
-2.05,6.9,0,0.5
-2.05,7.0,0,0.5
-2.05,7.1,0,0.5
-2.05,7.2,0,0.5
-2.05,7.3,0,0.5
-2.05,7.4,0,0.5
-2.05,7.5,0,0.5
-2.05,7.6,0,0.5
-2.05,7.7,0,0.5
-2.05,7.8,0,0.5
-2.05,7.9,0,0.5
-2.05,8.0,0,0.5
-2.05,8.1,0,0.5
-2.05,8.2,0,0.5
-2.05,8.3,0,0.5
-2.05,8.4,0,0.5
-2.05,8.5,0,0.5
-2.05,8.6,0,0.5
-2.05,8.7,0,0.5
-2.05,8.8,0,0.5
-2.05,8.9,0,0.5
-2.05,9.0,0,0.5
-2.05,9.1,0,0.5
-2.05,9.2,0,0.5
-2.05,9.3,0,0.5
-2.05,9.4,0,0.5
-2.05,9.5,0,0.5
-2.05,9.6,0,0.5
-2.05,9.7,0,0.5
-2.05,9.8,0,0.5
-2.05,9.9,0,0.5
-2.05,10.0,0,0.5
-2.0,0.0,0.015034851953135225,0.5552776246297447
-2.0,0.10000000000000007,0.014756465060718961,0.5509890383838705
-2.0,0.2,0.014264938812628528,0.5461665363256449
-2.0,0.30000000000000004,0.013554006112302387,0.5409533876537352
-2.0,0.4,0.012628900887497622,0.5355202630967989
-2.0,0.5,0.011508740622384887,0.5300548187057884
-2.0,0.6,0.010227845130791526,0.5247480167817561
-2.0,0.7000000000000001,0.008835319806347115,0.5197784893211037
-2.0,0.8000000000000002,0.007392340965694906,0.515296899393627
-2.0,0.9,0.005966930276549592,0.5114126511020445
-2.0,1.0,0.004626599221103042,0.5081852512568642
-2.0,1.1,0.0034299703454962033,0.5056220228131609
-2.0,1.2,0.002419094759653509,0.503682747087006
-2.0,1.3,0.0016143726176340526,0.5022903927534702
-2.0,1.4,0.0010135165457363818,0.5013457567703512
-2.0,1.5,0.0005949066399884077,0.5007430213658481
-2.0,1.6,0.0003243327455023037,0.5003832214118846
-2.0,1.7,0.00016307860164922763,0.500183440530046
-2.0,1.8,7.505847750935031e-5,0.5000809161831586
-2.0,1.9,3.1369170533099825e-5,0.5000326319170678
-2.0,2.0,1.180191309283953e-5,0.5000119266868502
-2.0,2.1,3.959969379092931e-6,0.5000039124661794
-2.0,2.2,1.173013718986281e-6,0.5000011395805366
-2.0,2.3,3.033378009431103e-7,0.5000002911940262
-2.0,2.4,6.762417687824652e-8,0.5000000644097744
-2.0,2.5,1.282016148979501e-8,0.5000000121503657
-2.0,2.6,1.917935319425437e-9,0.5000000019227122
-2.0,2.7,2.503035612073985e-10,0.5000000002505876
-2.0,2.8,2.6344401524564228e-11,0.500000000026357
-2.0,2.9,2.187630509132011e-12,0.5000000000021876
-2.0,3.0,1.3965979211523748e-13,0.5000000000001398
-2.0,3.1,6.6840778678503335e-15,0.5000000000000067
-2.0,3.2,2.322243214853067e-16,0.5000000000000002
-2.0,3.3,5.6665074416040916e-18,0.5
-2.0,3.4,9.356758448353204e-20,0.5
-2.0,3.5,1.003461718995094e-21,0.5
-2.0,3.6,6.679269578883655e-24,0.5
-2.0,3.7,2.6243638241259797e-26,0.5
-2.0,3.8,5.758493975730799e-29,0.5
-2.0,3.9,6.637037637489028e-32,0.5
-2.0,4.0,3.755020330913712e-35,0.5
-2.0,4.1,9.676588289650631e-39,0.5
-2.0,4.2,1.0456476721920777e-42,0.5
-2.0,4.3,4.324194245422635e-47,0.5
-2.0,4.4,6.186006600487215e-52,0.5
-2.0,4.5,2.737887483027578e-57,0.5
-2.0,4.6,3.3138760995562435e-63,0.5
-2.0,4.7,9.570888834773165e-70,0.5
-2.0,4.8,5.673032331774459e-77,0.5
-2.0,4.9,5.842431251556058e-85,0.5
-2.0,5.0,8.696580655322494e-94,0.5
-2.0,5.1,1.5266306528356682e-103,0.5
-2.0,5.2,2.5241344755227036e-114,0.5
-2.0,5.3,3.0660410743470484e-126,0.5
-2.0,5.4,2.079101748998065e-139,0.5
-2.0,5.5,5.8104399349898716e-154,0.5
-2.0,5.6,4.785417101039224e-170,0.5
-2.0,5.7,8.01735501038529e-188,0.5
-2.0,5.8,1.8139942235927844e-207,0.5
-2.0,5.9,3.5246535418092705e-229,0.5
-2.0,6.0,3.5659605436591074e-253,0.5
-2.0,6.1,1.0806045064930122e-279,0.5
-2.0,6.2,5.323300684802334e-309,0.5
-2.0,6.3,0,0.5
-2.0,6.4,0,0.5
-2.0,6.5,0,0.5
-2.0,6.6,0,0.5
-2.0,6.7,0,0.5
-2.0,6.8,0,0.5
-2.0,6.9,0,0.5
-2.0,7.0,0,0.5
-2.0,7.1,0,0.5
-2.0,7.2,0,0.5
-2.0,7.3,0,0.5
-2.0,7.4,0,0.5
-2.0,7.5,0,0.5
-2.0,7.6,0,0.5
-2.0,7.7,0,0.5
-2.0,7.8,0,0.5
-2.0,7.9,0,0.5
-2.0,8.0,0,0.5
-2.0,8.1,0,0.5
-2.0,8.2,0,0.5
-2.0,8.3,0,0.5
-2.0,8.4,0,0.5
-2.0,8.5,0,0.5
-2.0,8.6,0,0.5
-2.0,8.7,0,0.5
-2.0,8.8,0,0.5
-2.0,8.9,0,0.5
-2.0,9.0,0,0.5
-2.0,9.1,0,0.5
-2.0,9.2,0,0.5
-2.0,9.3,0,0.5
-2.0,9.4,0,0.5
-2.0,9.5,0,0.5
-2.0,9.6,0,0.5
-2.0,9.7,0,0.5
-2.0,9.8,0,0.5
-2.0,9.9,0,0.5
-2.0,10.0,0,0.5
-1.95,0.0,0.015722176682484844,0.5575146824288112
-1.95,0.10000000000000007,0.015487609969046932,0.5533022351423871
-1.95,0.2,0.015034086588590598,0.5485118472345842
-1.95,0.30000000000000004,0.014352432617547043,0.5432809654186674
-1.95,0.4,0.013444720746321671,0.5377771134435833
-1.95,0.5,0.01232693151648935,0.5321882821358177
-1.95,0.6,0.011030681431651984,0.5267097727781307
-1.95,0.7000000000000001,0.009603321144669195,0.5215286317961656
-1.95,0.8000000000000002,0.008105766945086561,0.5168075091596934
-1.95,0.9,0.006607724087570837,0.5126702610274625
-1.95,1.0,0.005180518885458361,0.5091917012638443
-1.95,1.1,0.0038884958430917952,0.5063934450724832
-1.95,1.2,0.0027806344445843803,0.5042467725059159
-1.95,1.3,0.0018843788482028408,0.5026820469700128
-1.95,1.4,0.0012033743028789206,0.501602806954661
-1.95,1.5,0.0007198140753955987,0.5009016423518796
-1.95,1.6,0.00040071108318211223,0.5004747228654121
-1.95,1.7,0.0002061833369449084,0.5002324714293334
-1.95,1.8,9.73438447731053e-5,0.5001051519228574
-1.95,1.9,4.184080164367578e-5,0.500043597685097
-1.95,2.0,1.6236250027544802e-5,0.5000164297471146
-1.95,2.1,5.636836972252707e-6,0.5000055748857433
-1.95,2.2,1.7336942821159184e-6,0.50000168552859
-1.95,2.3,4.672872627570178e-7,0.5000004488216778
-1.95,2.4,1.0905187270008398e-7,0.500000103900665
-1.95,2.5,2.1744538439866544e-8,0.5000000206112941
-1.95,2.6,3.4391518875947954e-9,0.5000000034480508
-1.95,2.7,4.77292759601285e-10,0.5000000004778583
-1.95,2.8,5.3765615738306655e-11,0.5000000000537924
-1.95,2.9,4.8116944584805366e-12,0.5000000000048124
-1.95,3.0,3.339163536647389e-13,0.500000000000334
-1.95,3.1,1.7589108644131934e-14,0.5000000000000175
-1.95,3.2,6.731513783693654e-16,0.5000000000000007
-1.95,3.3,1.8370925174819182e-17,0.5
-1.95,3.4,3.432921912142182e-19,0.5
-1.95,3.5,4.2209708124419694e-21,0.5
-1.95,3.6,3.267818005748223e-23,0.5
-1.95,3.7,1.517299511853417e-25,0.5
-1.95,3.8,4.0040676276058728e-28,0.5
-1.95,3.9,5.659016036993507e-31,0.5
-1.95,4.0,4.011146457145165e-34,0.5
-1.95,4.1,1.3260601068256683e-37,0.5
-1.95,4.2,1.887073984716785e-41,0.5
-1.95,4.3,1.0579030325750897e-45,0.5
-1.95,4.4,2.1182886705626116e-50,0.5
-1.95,4.5,1.3595118502499442e-55,0.5
-1.95,4.6,2.4812476720337254e-61,0.5
-1.95,4.7,1.1282660845753064e-67,0.5
-1.95,4.8,1.1044137184716794e-74,0.5
-1.95,4.9,1.980065998743576e-82,0.5
-1.95,5.0,5.439087655669169e-91,0.5
-1.95,5.1,1.8792651705446196e-100,0.5
-1.95,5.2,6.5670668096938056e-111,0.5
-1.95,5.3,1.8239915976181838e-122,0.5
-1.95,5.4,3.0851937307715103e-135,0.5
-1.95,5.5,2.3676984204532713e-149,0.5
-1.95,5.6,5.955077827208897e-165,0.5
-1.95,5.7,3.4264246349779665e-182,0.5
-1.95,5.8,3.031401306298936e-201,0.5
-1.95,5.9,2.6582962786506057e-222,0.5
-1.95,6.0,1.4222472384100837e-245,0.5
-1.95,6.1,2.715490596872666e-271,0.5
-1.95,6.2,1.0228626725565092e-299,0.5
-1.95,6.3,0,0.5
-1.95,6.4,0,0.5
-1.95,6.5,0,0.5
-1.95,6.6,0,0.5
-1.95,6.7,0,0.5
-1.95,6.8,0,0.5
-1.95,6.9,0,0.5
-1.95,7.0,0,0.5
-1.95,7.1,0,0.5
-1.95,7.2,0,0.5
-1.95,7.3,0,0.5
-1.95,7.4,0,0.5
-1.95,7.5,0,0.5
-1.95,7.6,0,0.5
-1.95,7.7,0,0.5
-1.95,7.8,0,0.5
-1.95,7.9,0,0.5
-1.95,8.0,0,0.5
-1.95,8.1,0,0.5
-1.95,8.2,0,0.5
-1.95,8.3,0,0.5
-1.95,8.4,0,0.5
-1.95,8.5,0,0.5
-1.95,8.6,0,0.5
-1.95,8.7,0,0.5
-1.95,8.8,0,0.5
-1.95,8.9,0,0.5
-1.95,9.0,0,0.5
-1.95,9.1,0,0.5
-1.95,9.2,0,0.5
-1.95,9.3,0,0.5
-1.95,9.4,0,0.5
-1.95,9.5,0,0.5
-1.95,9.6,0,0.5
-1.95,9.7,0,0.5
-1.95,9.8,0,0.5
-1.95,9.9,0,0.5
-1.95,10.0,0,0.5
-1.9,0.0,0.016436286803655414,0.5598108517195797
-1.9,0.10000000000000007,0.016249640670701282,0.5556895915584555
-1.9,0.2,0.015838658485599618,0.5509465902354806
-1.9,0.30000000000000004,0.01519117779772777,0.5457126221990216
-1.9,0.4,0.014305953148905707,0.5401510671882441
-1.9,0.5,0.013195577243384913,0.5344491885102872
-1.9,0.6,0.011888608506600012,0.5288056182806553
-1.9,0.7000000000000001,0.0104301929422253,0.5234150094373761
-1.9,0.8000000000000002,0.008880479452138344,0.5184515418983786
-1.9,0.9,0.00731036502865979,0.514053541530301
-1.9,1.0,0.005794618555175979,0.5103116825089788
-1.9,1.1,0.0044031688360272655,0.5072629302860437
-1.9,1.2,0.0031921105855102303,0.5048914927533346
-1.9,1.3,0.0021964662828618726,0.5031367086184577
-1.9,1.4,0.0014266232009904943,0.5019063300676445
-1.9,1.5,0.0008695098748932102,0.5010924826899227
-1.9,1.6,0.0004941910234585228,0.5005871057156935
-1.9,1.7,0.0002601767275796344,0.5002940768973622
-1.9,1.8,0.00012598087386276382,0.5001363764175498
-1.9,1.9,5.568082667026166e-5,0.5000581217612894
-1.9,2.0,2.2281264840436818e-5,0.5000225787990834
-1.9,2.1,8.00204861448624e-6,0.5000079227104812
-1.9,2.2,2.5547761121617416e-6,0.5000024857718984
-1.9,2.3,7.175491550604108e-7,0.5000006895531682
-1.9,2.4,1.7524918458093383e-7,0.5000001670096682
-1.9,2.5,3.6698753225476796e-8,0.5000000348270214
-1.9,2.6,6.140183729592237e-9,0.5000000061567192
-1.9,2.7,9.057734093784998e-10,0.5000000009068954
-1.9,2.8,1.0914912809303664e-10,0.5000000001092058
-1.9,2.9,1.0523364704472915e-11,0.5000000000105252
-1.9,3.0,7.931471146633886e-13,0.5000000000007931
-1.9,3.1,4.553834826420787e-14,0.5000000000000455
-1.9,3.2,2.016000125783682e-15,0.5000000000000019
-1.9,3.3,-2.1044612168130507e-17,0.5000000000000001
-1.9,3.4,1.2474152567224439e-18,0.5
-1.9,3.5,1.756676119744015e-20,0.5
-1.9,3.6,1.580037474743762e-22,0.5
-1.9,3.7,8.65886208445039e-25,0.5
-1.9,3.8,2.7443600389357785e-27,0.5
-1.9,3.9,4.748945127347978e-30,0.5
-1.9,4.0,4.210052909173715e-33,0.5
-1.9,4.1,1.7822300151194817e-36,0.5
-1.9,4.2,3.333223170701535e-40,0.5
-1.9,4.3,2.527419886181593e-44,0.5
-1.9,4.4,7.065884849906355e-49,0.5
-1.9,4.5,6.557809509504383e-54,0.5
-1.9,4.6,1.7992358448951636e-59,0.5
-1.9,4.7,1.2837822843418695e-65,0.5
-1.9,4.8,2.0675282021365857e-72,0.5
-1.9,4.9,6.426599850912978e-80,0.5
-1.9,5.0,3.2429745872088174e-88,0.5
-1.9,5.1,2.1943139170554127e-97,0.5
-1.9,5.2,1.611662158556341e-107,0.5
-1.9,5.3,1.0172895274006381e-118,0.5
-1.9,5.4,4.2630339800057843e-131,0.5
-1.9,5.5,8.916947941907428e-145,0.5
-1.9,5.6,6.792471496380015e-160,0.5
-1.9,5.7,1.3299816952084578e-176,0.5
-1.9,5.8,4.5545832598402585e-195,0.5
-1.9,5.9,1.7824972578056065e-215,0.5
-1.9,6.0,4.9812922453131604e-238,0.5
-1.9,6.1,5.9110307904118034e-263,0.5
-1.9,6.2,1.6769800579442665e-290,0.5
-1.9,6.3,6.03e-321,0.5
-1.9,6.4,0,0.5
-1.9,6.5,0,0.5
-1.9,6.6,0,0.5
-1.9,6.7,0,0.5
-1.9,6.8,0,0.5
-1.9,6.9,0,0.5
-1.9,7.0,0,0.5
-1.9,7.1,0,0.5
-1.9,7.2,0,0.5
-1.9,7.3,0,0.5
-1.9,7.4,0,0.5
-1.9,7.5,0,0.5
-1.9,7.6,0,0.5
-1.9,7.7,0,0.5
-1.9,7.8,0,0.5
-1.9,7.9,0,0.5
-1.9,8.0,0,0.5
-1.9,8.1,0,0.5
-1.9,8.2,0,0.5
-1.9,8.3,0,0.5
-1.9,8.4,0,0.5
-1.9,8.5,0,0.5
-1.9,8.6,0,0.5
-1.9,8.7,0,0.5
-1.9,8.8,0,0.5
-1.9,8.9,0,0.5
-1.9,9.0,0,0.5
-1.9,9.1,0,0.5
-1.9,9.2,0,0.5
-1.9,9.3,0,0.5
-1.9,9.4,0,0.5
-1.9,9.5,0,0.5
-1.9,9.6,0,0.5
-1.9,9.7,0,0.5
-1.9,9.8,0,0.5
-1.9,9.9,0,0.5
-1.9,10.0,0,0.5
-1.85,0.0,0.017177720162524168,0.5621643872628697
-1.85,0.10000000000000007,0.017043284123364214,0.5581501201007992
-1.85,0.2,0.016679627896938776,0.553470787544918
-1.85,0.30000000000000004,0.016071532062984333,0.5482496428746441
-1.85,0.4,0.015214288972655535,0.542644898528464
-1.85,0.5,0.014116862094283582,0.53684196796974
-1.85,0.6,0.012804398471943654,0.5310417091785313
-1.85,0.7000000000000001,0.011319376847759063,0.5254454431372566
-1.85,0.8000000000000002,0.009720638019668739,0.5202382695926131
-1.85,0.9,0.008079720439859366,0.515572845671446
-1.85,1.0,0.006474380915448487,0.5115561264086668
-1.85,1.1,0.004979898549353948,0.5082414042695348
-1.85,1.2,0.003659579737496237,0.5056272368968326
-1.85,1.3,0.0025565013259280832,0.5036635949387673
-1.85,1.4,0.001688599601286569,0.5022640662057907
-1.85,1.5,0.0010485240259866732,0.5013216350634847
-1.85,1.6,0.0006083381691408088,0.5007248447085173
-1.85,1.7,0.0003276438867732195,0.5003713068272455
-1.85,1.8,0.00016268409182493358,0.5001765069514174
-1.85,1.9,7.392194076175066e-5,0.5000773081025194
-1.85,2.0,3.049748670010275e-5,0.5000309515091148
-1.85,2.1,1.132749455110055e-5,0.500011228232226
-1.85,2.2,3.753048177490163e-6,0.5000036547904356
-1.85,2.3,1.098063749601672e-6,0.5000010558453628
-1.85,2.4,2.8054204759141917e-7,0.5000002674552175
-1.85,2.5,6.179527068996341e-8,0.5000000586063477
-1.85,2.6,1.0912833051544123e-8,0.5000000109434757
-1.85,2.7,1.7103117209637782e-9,0.5000000017125319
-1.85,2.8,2.2035692550891672e-10,0.5000000002204774
-1.85,2.9,2.2874849733105806e-11,0.5000000000228791
-1.85,3.0,1.870721740199088e-12,0.5000000000018708
-1.85,3.1,1.1763635117596942e-13,0.5000000000001176
-1.85,3.2,5.601765995971765e-15,0.5000000000000056
-1.85,3.3,2.681088480015412e-16,0.5000000000000002
-1.85,3.4,4.4871995469921265e-18,0.5
-1.85,3.5,7.229817062885124e-20,0.5
-1.85,3.6,7.546120843125601e-22,0.5
-1.85,3.7,4.874545990473236e-24,0.5
-1.85,3.8,1.852859155870211e-26,0.5
-1.85,3.9,3.919470236664623e-29,0.5
-1.85,4.0,4.338310329888848e-32,0.5
-1.85,4.1,2.3471369569609602e-35,0.5
-1.85,4.2,5.7568613130232835e-39,0.5
-1.85,4.3,5.890185851830589e-43,0.5
-1.85,4.4,2.293159672911e-47,0.5
-1.85,4.5,3.0687955306619178e-52,0.5
-1.85,4.6,1.2616958679846786e-57,0.5
-1.85,4.7,1.407633026601869e-63,0.5
-1.85,4.8,3.715335024880141e-70,0.5
-1.85,4.9,1.9936114922166074e-77,0.5
-1.85,5.0,1.8393014242812436e-85,0.5
-1.85,5.1,2.4244780743354107e-94,0.5
-1.85,5.2,3.721021834872307e-104,0.5
-1.85,5.3,5.303510207123686e-115,0.5
-1.85,5.4,5.467268845737161e-127,0.5
-1.85,5.5,3.0925407370518426e-140,0.5
-1.85,5.6,7.073159041788376e-155,0.5
-1.85,5.7,4.668048358443138e-171,0.5
-1.85,5.8,6.122679625989921e-189,0.5
-1.85,5.9,1.0569659180619398e-208,0.5
-1.85,6.0,1.5230008323931621e-230,0.5
-1.85,6.1,1.1072949668110137e-254,0.5
-1.85,6.2,2.328975662604872e-281,0.5
-1.85,6.3,7.663226232479e-311,0.5
-1.85,6.4,0,0.5
-1.85,6.5,0,0.5
-1.85,6.6,0,0.5
-1.85,6.7,0,0.5
-1.85,6.8,0,0.5
-1.85,6.9,0,0.5
-1.85,7.0,0,0.5
-1.85,7.1,0,0.5
-1.85,7.2,0,0.5
-1.85,7.3,0,0.5
-1.85,7.4,0,0.5
-1.85,7.5,0,0.5
-1.85,7.6,0,0.5
-1.85,7.7,0,0.5
-1.85,7.8,0,0.5
-1.85,7.9,0,0.5
-1.85,8.0,0,0.5
-1.85,8.1,0,0.5
-1.85,8.2,0,0.5
-1.85,8.3,0,0.5
-1.85,8.4,0,0.5
-1.85,8.5,0,0.5
-1.85,8.6,0,0.5
-1.85,8.7,0,0.5
-1.85,8.8,0,0.5
-1.85,8.9,0,0.5
-1.85,9.0,0,0.5
-1.85,9.1,0,0.5
-1.85,9.2,0,0.5
-1.85,9.3,0,0.5
-1.85,9.4,0,0.5
-1.85,9.5,0,0.5
-1.85,9.6,0,0.5
-1.85,9.7,0,0.5
-1.85,9.8,0,0.5
-1.85,9.9,0,0.5
-1.85,10.0,0,0.5
-1.8,0.0,0.0179469630412548,0.5645731051664065
-1.8,0.10000000000000007,0.017869214076687977,0.5606823708092958
-1.8,0.2,0.017557915379299925,0.5560839932445011
-1.8,0.30000000000000004,0.016994736790528514,0.5508928642656247
-1.8,0.4,0.01617137939936571,0.5452609873158278
-1.8,0.5,0.015092948473130453,0.5393707503795288
-1.8,0.6,0.013780831616721036,0.5334240393597952
-1.8,0.7000000000000001,0.012274369299480944,0.5276277732610565
-1.8,0.8000000000000002,0.010630524110160428,0.5221772007279912
-1.8,0.9,0.008920869336343052,0.5172390003329904
-1.8,1.0,0.007225610783077493,0.5129366734366199
-1.8,1.1,0.005625039624828363,0.509340708114518
-1.8,1.2,0.0041896653069393285,0.5064653995541583
-1.8,1.3,0.0029710169676367597,0.5042730619801598
-1.8,1.4,0.0019953640505423463,0.5026848808758881
-1.8,1.5,0.0012621116904659026,0.5015962226362444
-1.8,1.6,0.0007473850526415057,0.5008932880238005
-1.8,1.7,0.00041173076103387656,0.5004678944202526
-1.8,1.8,0.00020959703483346278,0.5002279520384079
-1.8,1.9,9.789362806473006e-5,0.5001025833450377
-1.8,2.0,4.1629920386232334e-5,0.5000423178985324
-1.8,2.1,1.598733870881588e-5,0.5000158669720022
-1.8,2.2,5.495459225399101e-6,0.5000053564799845
-1.8,2.3,1.6743869107819297e-6,0.5000016110353729
-1.8,2.4,4.473352493099621e-7,0.5000004266516419
-1.8,2.5,1.0352996742365561e-7,0.5000000981995095
-1.8,2.6,2.0478672767356617e-8,0.5000000193598542
-1.8,2.7,3.2125734907904677e-9,0.5000000032169531
-1.8,2.8,4.423003746318411e-10,0.5000000004425561
-1.8,2.9,4.940500648838508e-11,0.5000000000494162
-1.8,3.0,4.381579521490574e-12,0.5000000000043816
-1.8,3.1,3.011065284772277e-13,0.5000000000003011
-1.8,3.2,1.5533594463339085e-14,0.5000000000000157
-1.8,3.3,6.731791476860861e-16,0.5000000000000006
-1.8,3.4,1.597195717764363e-17,0.5
-1.8,3.5,2.941030259310987e-19,0.5
-1.8,3.6,3.557821638947098e-21,0.5
-1.8,3.7,2.7053473828592385e-23,0.5
-1.8,3.8,1.2314274155101124e-25,0.5
-1.8,3.9,3.1790974864004815e-28,0.5
-1.8,4.0,4.385362486015156e-31,0.5
-1.8,4.1,3.0261255709918583e-34,0.5
-1.8,4.2,9.712044270001072e-38,0.5
-1.8,4.3,1.337555265404487e-41,0.5
-1.8,4.4,7.231826800755431e-46,0.5
-1.8,4.5,1.3912759847241571e-50,0.5
-1.8,4.6,8.542989904793405e-56,0.5
-1.8,4.7,1.4848286874456895e-61,0.5
-1.8,4.8,6.3968373379231325e-68,0.5
-1.8,4.9,5.898839647431618e-75,0.5
-1.8,5.0,9.90078354452046e-83,0.5
-1.8,5.1,2.528473748217018e-91,0.5
-1.8,5.2,8.059971348907912e-101,0.5
-1.8,5.3,2.5766195605795763e-111,0.5
-1.8,5.4,6.48587435805552e-123,0.5
-1.8,5.5,9.840126578908722e-136,0.5
-1.8,5.6,6.696536208863509e-150,0.5
-1.8,5.7,1.4747810110819884e-165,0.5
-1.8,5.8,7.327079194343658e-183,0.5
-1.8,5.9,5.511604602089128e-202,0.5
-1.8,6.0,4.0399230901079565e-223,0.5
-1.8,6.1,1.7729267095379772e-246,0.5
-1.8,6.2,2.7193153559775158e-272,0.5
-1.8,6.3,8.04122051515528e-301,0.5
-1.8,6.4,0,0.5
-1.8,6.5,0,0.5
-1.8,6.6,0,0.5
-1.8,6.7,0,0.5
-1.8,6.8,0,0.5
-1.8,6.9,0,0.5
-1.8,7.0,0,0.5
-1.8,7.1,0,0.5
-1.8,7.2,0,0.5
-1.8,7.3,0,0.5
-1.8,7.4,0,0.5
-1.8,7.5,0,0.5
-1.8,7.6,0,0.5
-1.8,7.7,0,0.5
-1.8,7.8,0,0.5
-1.8,7.9,0,0.5
-1.8,8.0,0,0.5
-1.8,8.1,0,0.5
-1.8,8.2,0,0.5
-1.8,8.3,0,0.5
-1.8,8.4,0,0.5
-1.8,8.5,0,0.5
-1.8,8.6,0,0.5
-1.8,8.7,0,0.5
-1.8,8.8,0,0.5
-1.8,8.9,0,0.5
-1.8,9.0,0,0.5
-1.8,9.1,0,0.5
-1.8,9.2,0,0.5
-1.8,9.3,0,0.5
-1.8,9.4,0,0.5
-1.8,9.5,0,0.5
-1.8,9.6,0,0.5
-1.8,9.7,0,0.5
-1.8,9.8,0,0.5
-1.8,9.9,0,0.5
-1.8,10.0,0,0.5
-1.75,0.0,0.018744440607285688,0.5670343444028003
-1.75,0.10000000000000007,0.018728040103323733,0.563284383862765
-1.75,0.2,0.01847437603247977,0.5587852361655204
-1.75,0.30000000000000004,0.017961969805917893,0.5536426082508707
-1.75,0.4,0.017178819277494376,0.5480012433473734
-1.75,0.5,0.016125958032814774,0.5420392831528221
-1.75,0.6,0.014820675480111484,0.5359583561831137
-1.75,0.7000000000000001,0.013298699242613838,0.5299697787997314
-1.75,0.8000000000000002,0.01161451905191122,0.5242780108949787
-1.75,0.9,0.009839083387070294,0.5190632571177811
-1.75,1.0,0.008054423407520567,0.5144656530529552
-1.75,1.1,0.006345393270926016,0.510573614115208
-1.75,1.2,0.004789577440239317,0.5074184962175622
-1.75,1.3,0.0034472560610171016,0.5049766976866595
-1.75,1.4,0.002353769397973277,0.5031788886093991
-1.75,1.5,0.0015163428980559624,0.5019245411456895
-1.75,1.6,0.0009163342634564615,0.5010988031405654
-1.75,1.7,0.0005162493260582834,0.5005883915021347
-1.75,1.8,0.0002693879788674053,0.5002937252596996
-1.75,1.9,0.00012929992392459035,0.5001357835649489
-1.75,2.0,5.666429616523174e-5,0.5000577000179134
-1.75,2.1,2.2494092173418165e-5,0.5000223545006359
-1.75,2.2,8.019504236551756e-6,0.5000078243764581
-1.75,2.3,2.5436983690451606e-6,0.5000024491370314
-1.75,2.4,7.103987195157072e-7,0.5000006778484165
-1.75,2.5,1.7266301899005094e-7,0.5000001638046941
-1.75,2.6,3.600862378408475e-8,0.5000000340797979
-1.75,2.7,6.001368531344071e-9,0.5000000060099788
-1.75,2.8,8.824270461868017e-10,0.5000000008829677
-1.75,2.9,1.0599719955037229e-10,0.5000000001060219
-1.75,3.0,1.018556675007802e-11,0.5000000000101864
-1.75,3.1,7.648956030042434e-13,0.5000000000007649
-1.75,3.2,4.375415814040963e-14,0.5000000000000437
-1.75,3.3,1.7721774236472611e-15,0.5000000000000019
-1.75,3.4,-2.3857610647753725e-17,0.5000000000000001
-1.75,3.5,1.1818987697203367e-18,0.5
-1.75,3.6,1.654995018780086e-20,0.5
-1.75,3.7,1.4792752100529707e-22,0.5
-1.75,3.8,8.0506804706469575e-25,0.5
-1.75,3.9,2.5321328307351868e-27,0.5
-1.75,4.0,4.3447654988017405e-30,0.5
-1.75,4.1,3.815872943713699e-33,0.5
-1.75,4.2,1.5987478564034932e-36,0.5
-1.75,4.3,2.9560940857698894e-40,0.5
-1.75,4.4,2.2133342336862025e-44,0.5
-1.75,4.5,6.102040937279395e-49,0.5
-1.75,4.6,5.576591999975164e-54,0.5
-1.75,4.7,1.5041640189825019e-59,0.5
-1.75,4.8,1.0532147406152498e-65,0.5
-1.75,4.9,1.6612499502955274e-72,0.5
-1.75,5.0,5.0462856418515124e-80,0.5
-1.75,5.1,2.4825052609654277e-88,0.5
-1.75,5.2,1.6332021779301792e-97,0.5
-1.75,5.3,1.16285644767083e-107,0.5
-1.75,5.4,7.092329641699475e-119,0.5
-1.75,5.5,2.8614589097451334e-131,0.5
-1.75,5.6,5.739533234408851e-145,0.5
-1.75,5.7,4.174118758867862e-160,0.5
-1.75,5.8,7.7650253859391885e-177,0.5
-1.75,5.9,2.512853242862437e-195,0.5
-1.75,6.0,9.238120985975442e-216,0.5
