t,mutual_information_a,CC_a,mutual_information_p,CC_p
1.5848931924611136,0.0002457612418035552,0.00024577069381419205,0.00017902649504741652,0.00017964167002070493
2.51188643150958,0.000279954864657761,0.00027996042611474255,0.0002522854639996798,0.0002527431684297087
3.9810717055349722,0.00010663404265617502,0.00010663428339812396,0.00045868328695816305,0.00045977445940489675
6.309573444801933,6.13478130598085e-5,6.134781583322759e-5,0.0017271531569698568,0.0017307025663248195
10.0,1.78569634278437e-5,1.785696708376302e-5,0.003367395664712781,0.0033752595420118714
15.848931924611133,7.458617374591996e-6,7.458621912345849e-6,0.0068297331533998225,0.006848733140268869
25.118864315095795,2.391692237052617e-8,2.391692237052617e-8,0.011212513300632517,0.01124859893543694
39.810717055349734,3.219109838209044e-5,3.219313749340969e-5,0.01801253296659017,0.018073472561473715
63.09573444801933,5.561535154616703e-6,5.5624489471019185e-6,0.028289051645482333,0.028366650888902292
100.0,0.0,0.0,0.040342645173849195,0.040446727170730556
158.48931924611142,0.0,0.0,0.06635817221675044,0.06652173747360919
251.18864315095797,0.0,0.0,0.10151210591856168,0.10171370645800287
398.1071705534973,0.0,0.0,0.15432030768315777,0.15451160841909775
630.957344480193,0.0,0.0,0.23375832117015083,0.23398645652646197
1000.0,0.0,0.0,0.34056783869409984,0.34084881113908055
1584.893192461114,0.0,0.0,0.47339439603526956,0.4735587813882385
2511.88643150958,0.0,0.0,0.63408000402586,0.6341599680147434
3981.0717055349733,0.0,0.0,0.7865439932899262,0.7865775635945347
6309.57344480193,0.0,0.0,0.9098336024106191,0.9098344259861184
10000.0,0.0,0.0,0.9754268961332531,0.9754273108186297
15848.93192461114,0.0,0.0,0.997627918551833,0.9976279341253875
25118.864315095823,0.0,0.0,0.9999999999999992,0.9999999999999992
39810.71705534969,0.0,0.0,0.9999999999999989,0.9999999999999989
63095.7344480193,0.0,0.0,0.9999999999999998,0.9999999999999998
100000.0,0.0,0.0,0.9999999999999981,0.9999999999999981
158489.3192461114,0.0,0.0,0.9999999999999982,0.9999999999999982
251188.6431509582,0.0,0.0,0.9999999999999983,0.9999999999999983
398107.1705534969,0.0,0.0,0.9999999999999966,0.9999999999999966
630957.344480193,0.0,0.0,0.9999999999999969,0.9999999999999969
1.0e6,0.0,0.0,0.9999999999999959,0.9999999999999959
