t,mutual_information_a,CC_a,mutual_information_p,CC_p
1.5848931924611136,0.0,0.0,0.0,0.0
2.51188643150958,0.0,0.0,0.0,0.0
3.9810717055349722,0.0016848877771307772,0.0017405086072186117,0.0,0.0
6.309573444801933,0.005862777410130394,0.006063845480920554,5.0001803459054894e-5,5.3075462074939546e-5
10.0,0.012587895220947838,0.013029529270250159,0.0002000288596729448,0.00021232198258626508
15.848931924611133,0.021660454943400746,0.022395204071831487,0.00030006494075996234,0.0003185031130359719
25.118864315095795,0.03658551983060341,0.03774016034960928,0.0006002598410274162,0.0006371271077953138
39.810717055349734,0.06402112465191592,0.06600055464693089,0.0008004620320880779,0.0008496103128330415
63.09573444801933,0.1018107442369063,0.1045370563082475,0.0011072731244345308,0.001143706682481589
100.0,0.15884893120667953,0.16218735362648234,0.002325410882739088,0.0024206053193583737
158.48931924611142,0.23564632547483547,0.23887814637723145,0.003772878058209924,0.003944281477011785
251.18864315095797,0.33629572112452394,0.33836291218634007,0.005286690325912948,0.005508420412358817
398.1071705534973,0.4544433923377621,0.4547307652774284,0.008316705130517223,0.008667312232054306
630.957344480193,0.5470105529290104,0.5479494282149451,0.014083459055629473,0.014737146786402845
1000.0,0.552608710350527,0.5584069163304732,0.020610302448391366,0.02153363719034968
1584.893192461114,0.46736302473471647,0.477187095656928,0.03230666220914716,0.033733499296452356
2511.88643150958,0.34997020574361926,0.3608841815261545,0.04873402740959702,0.05074601375466144
3981.0717055349733,0.22641127844004094,0.23573073385225785,0.0752113419951507,0.07809535343583766
6309.57344480193,0.1202489499530827,0.12630833703136723,0.11452955965206109,0.11850172327411704
10000.0,0.04647664576922876,0.04913128292679278,0.17299448538801063,0.1779507239219823
15848.93192461114,0.011901642193653625,0.012619921673756444,0.2690863995230496,0.2749546626888078
25118.864315095823,0.0016018496098185498,0.0017000814787465164,0.3912457339104775,0.39659641743743357
39810.71705534969,5.0001803459049385e-5,5.307546207486892e-5,0.5459607557765103,0.5493446993622488
63095.7344480193,0.0,0.0,0.7151937033679211,0.7165537663741174
100000.0,0.0,0.0,0.8612315421665769,0.8615479589006525
158489.3192461114,0.0,0.0,0.9585983007391417,0.9586290910815839
251188.6431509582,0.0,0.0,0.9931785923741581,0.993179199528656
398107.1705534969,0.0,0.0,0.999397102178798,0.9993971200431849
630957.344480193,0.0,0.0,0.9999999999999997,0.9999999999999997
1.0e6,0.0,0.0,0.9999999999999997,0.9999999999999997
